species	ID	MAG_url	out_path
parabacteroides_distasonis	EHM016228	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0120/EHA00531_bin.1.fa.gz	data/parabacteroides_distasonis/mags/EHA00531_bin.1.fa.gz
parabacteroides_distasonis	EHM016318	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0120/EHA00539_bin.6.fa.gz	data/parabacteroides_distasonis/mags/EHA00539_bin.6.fa.gz
parabacteroides_distasonis	EHM016582	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0120/EHA00535_bin.6.fa.gz	data/parabacteroides_distasonis/mags/EHA00535_bin.6.fa.gz
parabacteroides_distasonis	EHM016991	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0124/EHA00726_bin.13.fa.gz	data/parabacteroides_distasonis/mags/EHA00726_bin.13.fa.gz
parabacteroides_distasonis	EHM020917	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0171/EHA01202_bin.66.fa.gz	data/parabacteroides_distasonis/mags/EHA01202_bin.66.fa.gz
parabacteroides_distasonis	EHM023585	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0166/EHA00928_bin.90.fa.gz	data/parabacteroides_distasonis/mags/EHA00928_bin.90.fa.gz
parabacteroides_distasonis	EHM023781	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0196/EHA01439_bin.44.fa.gz	data/parabacteroides_distasonis/mags/EHA01439_bin.44.fa.gz
parabacteroides_distasonis	EHM027637	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0225/EHA01634_bin.14.fa.gz	data/parabacteroides_distasonis/mags/EHA01634_bin.14.fa.gz
parabacteroides_distasonis	EHM028668	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0174/EHA01281_bin.18.fa.gz	data/parabacteroides_distasonis/mags/EHA01281_bin.18.fa.gz
parabacteroides_distasonis	EHM029564	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0242/EHA01845_bin.103.fa.gz	data/parabacteroides_distasonis/mags/EHA01845_bin.103.fa.gz
parabacteroides_distasonis	EHM031743	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0249/EHA01958_bin.190.fa.gz	data/parabacteroides_distasonis/mags/EHA01958_bin.190.fa.gz
parabacteroides_distasonis	EHM039583	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0285/EHA02500_bin.116.fa.gz	data/parabacteroides_distasonis/mags/EHA02500_bin.116.fa.gz
parabacteroides_distasonis	EHM046460	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0384/EHA03161_bin.52.fa.gz	data/parabacteroides_distasonis/mags/EHA03161_bin.52.fa.gz
parabacteroides_distasonis	EHM047216	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0381/EHA03288_bin.14.fa.gz	data/parabacteroides_distasonis/mags/EHA03288_bin.14.fa.gz
parabacteroides_distasonis	EHM048790	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0401/EHA03351_bin.43.fa.gz	data/parabacteroides_distasonis/mags/EHA03351_bin.43.fa.gz
parabacteroides_distasonis	EHM048917	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0400/EHA03349_bin.40.fa.gz	data/parabacteroides_distasonis/mags/EHA03349_bin.40.fa.gz
parabacteroides_distasonis	EHM049446	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0389/EHA03306_bin.55.fa.gz	data/parabacteroides_distasonis/mags/EHA03306_bin.55.fa.gz
parabacteroides_distasonis	EHM049533	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0404/EHA03376_bin.12.fa.gz	data/parabacteroides_distasonis/mags/EHA03376_bin.12.fa.gz
parabacteroides_distasonis	EHM049769	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0405/EHA03390_bin.20.fa.gz	data/parabacteroides_distasonis/mags/EHA03390_bin.20.fa.gz
parabacteroides_distasonis	EHM064868	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0514/EHA04575_bin.10.fa.gz	data/parabacteroides_distasonis/mags/EHA04575_bin.10.fa.gz
parabacteroides_distasonis	EHM067538	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0515/EHA04588_bin.13.fa.gz	data/parabacteroides_distasonis/mags/EHA04588_bin.13.fa.gz
parabacteroides_distasonis	EHM069263	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0562/EHA04680_bin.8.fa.gz	data/parabacteroides_distasonis/mags/EHA04680_bin.8.fa.gz
parabacteroides_distasonis	EHM070114	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0563/EHA04696_bin.132.fa.gz	data/parabacteroides_distasonis/mags/EHA04696_bin.132.fa.gz
parabacteroides_distasonis	EHM072417	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0604/EHA05111_bin.128.fa.gz	data/parabacteroides_distasonis/mags/EHA05111_bin.128.fa.gz
parabacteroides_distasonis	EHM075512	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0602/EHA05078_bin.42.fa.gz	data/parabacteroides_distasonis/mags/EHA05078_bin.42.fa.gz
parabacteroides_distasonis	GCA_015060925.1	https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015060925.1/download?include_annotation_type=GENOME_FASTA&filename=GCA_015060925.1.zip	data/parabacteroides_distasonis/mags/GCA_015060925.1.zip
parabacteroides_distasonis	GCF_001405775.1	https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001405775.1/download?include_annotation_type=GENOME_FASTA&filename=GCF_001405775.1.zip	data/parabacteroides_distasonis/mags/GCF_001405775.1.zip
parabacteroides_distasonis	GCA_959606485.1	https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_959606485.1/download?include_annotation_type=GENOME_FASTA&filename=GCA_959606485.1.zip	data/parabacteroides_distasonis/mags/GCA_959606485.1.zip
parabacteroides_distasonis	GCF_003471825.1	https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003471825.1/download?include_annotation_type=GENOME_FASTA&filename=GCF_003471825.1.zip	data/parabacteroides_distasonis/mags/GCF_003471825.1.zip
parabacteroides_distasonis	GCF_022835355.1	https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022835355.1/download?include_annotation_type=GENOME_FASTA&filename=GCF_022835355.1.zip	data/parabacteroides_distasonis/mags/GCF_022835355.1.zip
parabacteroides_distasonis	GCF_003469715.1	https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003469715.1/download?include_annotation_type=GENOME_FASTA&filename=GCF_003469715.1.zip	data/parabacteroides_distasonis/mags/GCF_003469715.1.zip
parabacteroides_distasonis	GCF_018292145.1	https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_018292145.1/download?include_annotation_type=GENOME_FASTA&filename=GCF_018292145.1.zip	data/parabacteroides_distasonis/mags/GCF_018292145.1.zip
parabacteroides_distasonis	GCA_958432605.1	https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_958432605.1/download?include_annotation_type=GENOME_FASTA&filename=GCA_958432605.1.zip	data/parabacteroides_distasonis/mags/GCA_958432605.1.zip
parabacteroides_distasonis	GCF_003467575.1	https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003467575.1/download?include_annotation_type=GENOME_FASTA&filename=GCF_003467575.1.zip	data/parabacteroides_distasonis/mags/GCF_003467575.1.zip
parabacteroides_distasonis	GCA_958447325.1	https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_958447325.1/download?include_annotation_type=GENOME_FASTA&filename=GCA_958447325.1.zip	data/parabacteroides_distasonis/mags/GCA_958447325.1.zip
parabacteroides_distasonis	GCF_018587995.1	https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_018587995.1/download?include_annotation_type=GENOME_FASTA&filename=GCF_018587995.1.zip	data/parabacteroides_distasonis/mags/GCF_018587995.1.zip
