GCF_016766815.1	strain	FDAARGOS_1123
GCF_016766815.1	isolate	Not applicable
GCF_016766815.1	collected_by	DSMZ
GCF_016766815.1	collection_date	Unknown
GCF_016766815.1	geo_loc_name	Germany: Braunschweig
GCF_016766815.1	isolation_source	missing
GCF_016766815.1	lat_lon	Not applicable
GCF_016766815.1	culture_collection	DSM:20160
GCF_016766815.1	host	missing
GCF_016766815.1	host_age	Unknown
GCF_016766815.1	host_description	Not applicable
GCF_016766815.1	host_disease	Unknown
GCF_016766815.1	host_disease_outcome	Unknown
GCF_016766815.1	host_disease_stage	Unknown
GCF_016766815.1	host_health_state	Unknown
GCF_016766815.1	host_sex	Unknown
GCF_016766815.1	identification method	Phenotypic and Molecular Methods
GCF_016766815.1	type-material	type strain of Enterococcus hirae
GCF_000699565.1	strain	INF E1
GCF_000699565.1	collection_date	2009
GCF_000699565.1	geo_loc_name	Norway
GCF_000699565.1	isolation_source	cultured milk
GCF_000699565.1	sample_type	missing
GCF_000767355.1	strain	70-61-3
GCF_000767355.1	host	pig
GCF_000767355.1	geo_loc_name	Denmark
GCF_000767355.1	collection_date	2011
GCF_000767355.1	isolation_source	missing
GCF_000767355.1	sample_type	missing
GCF_000767355.1	note	Originally submitted as Enterococcus faecium but changed in October 2018 because of ANI results to Enterococcus hirae
GCF_001280825.1	strain	19m
GCF_001280825.1	collected_by	A. Goncharov
GCF_001280825.1	collection_date	2014-05-05
GCF_001280825.1	geo_loc_name	Russia:Yakutsk
GCF_001280825.1	isolation_source	malolyakovskiy mammoth's intestinal content
GCF_001280825.1	lat_lon	74.0833 N 140.5833 E
GCF_001641305.1	strain	R17
GCF_001641305.1	collected_by	Peng Zixin
GCF_001641305.1	collection_date	2015-05-15
GCF_001641305.1	geo_loc_name	China: Beijing
GCF_001641305.1	isolation_source	retail raw meat
GCF_001641305.1	lat_lon	missing
GCF_001885955.1	strain	DSM 20160
GCF_001885955.1	collection_date	missing
GCF_001885955.1	sample_type	whole organism
GCF_001885955.1	geo_loc_name	missing
GCF_001885955.1	isolation_source	missing
GCF_001885955.1	host	missing
GCF_001885955.1	culture_collection	DSM:20160
GCF_001885955.1	type-material	type strain of Enterococcus hirae
GCF_002077275.1	strain	F0711F 57
GCF_002077275.1	collection_date	2005-07-11
GCF_002077275.1	env_broad_scale	Agriculture
GCF_002077275.1	env_local_scale	Feedlot
GCF_002077275.1	env_medium	Feces
GCF_002077275.1	geo_loc_name	Canada: Lethbridge
GCF_002077275.1	host	Bos taurus
GCF_002077275.1	isol_growth_condt	26074889
GCF_002077275.1	lat_lon	49.7 N 112.75 W
GCF_002077275.1	num_replicons	1
GCF_002077275.1	ref_biomaterial	26074889
GCF_002077295.1	strain	F0221E 46
GCF_002077295.1	collection_date	2005-02-21
GCF_002077295.1	env_broad_scale	Agriculture
GCF_002077295.1	env_local_scale	Feedlot
GCF_002077295.1	env_medium	Feces
GCF_002077295.1	geo_loc_name	Canada: Lethbridge
GCF_002077295.1	host	Bos taurus
GCF_002077295.1	isol_growth_condt	26074889
GCF_002077295.1	lat_lon	49.7 N 112.75 W
GCF_002077295.1	num_replicons	1
GCF_002077295.1	ref_biomaterial	26074889
GCF_002077325.1	strain	F0221F 224
GCF_002077325.1	collection_date	2005-02-21
GCF_002077325.1	env_broad_scale	Agriculture
GCF_002077325.1	env_local_scale	Feedlot
GCF_002077325.1	env_medium	Feces
GCF_002077325.1	geo_loc_name	Canada: Lethbridge
GCF_002077325.1	host	Bos taurus
GCF_002077325.1	isol_growth_condt	26074889
GCF_002077325.1	lat_lon	49.7 N 112.75 W
GCF_002077325.1	num_replicons	1
GCF_002077325.1	ref_biomaterial	26074889
