GCF_000759595.1	strain	Bpl1
GCF_000759595.1	collection_date	1998/1999
GCF_000759595.1	geo_loc_name	USA: State College, Pennsylvania
GCF_000759595.1	isolation_source	wild flies
GCF_000759595.1	host	Drosophila melanogaster
GCF_000759595.1	subsrc_note	collected in 1998 and 1999
GCF_000759595.1	sample_type	missing
GCF_000761115.1	strain	AI06
GCF_000761115.1	collection_date	2012-05
GCF_000761115.1	geo_loc_name	Brazil
GCF_000761115.1	isolation_source	Mesocarp of Euterpe oleracea
GCF_000761115.1	biomaterial_provider	Prof. Dr. Herve Louis Ghislain Rogez
GCF_000761115.1	host	Euterpe oleracea
GCF_000761115.1	host_tissue_sampled	mesocarp
GCF_000761115.1	passage_history	1
GCF_000761115.1	sample_type	missing
GCF_001437565.1	isol_growth_condt	missing
GCF_001437565.1	strain	LMG 7760
GCF_001437565.1	env_local_scale	missing
GCF_001437565.1	geo_loc_name	missing
GCF_001437565.1	lat_lon	missing
GCF_001437565.1	collection_date	1873
GCF_001437565.1	num_replicons	missing
GCF_001437565.1	env_medium	missing
GCF_001437565.1	env_broad_scale	missing
GCF_001437565.1	ref_biomaterial	missing
GCF_001437565.1	type-material	type strain of Lactobacillus xylosus
GCF_001540895.1	sample_type	swab culture
GCF_001540895.1	geo_loc_name	France
GCF_001540895.1	collection_date	2012
GCF_001540895.1	strain	Ll1596
GCF_001540895.1	isolation_source	teat canal
GCF_001540895.1	host	bovine
GCF_001645365.1	strain	WG2
GCF_001645365.1	isolation_source	cheese
GCF_001645365.1	collection_date	2016-01-01
GCF_001645365.1	geo_loc_name	Netherlands
GCF_001645365.1	sample_type	cell culture
GCF_002115705.1	strain	DmW198
GCF_002115705.1	host	fruit fly
GCF_002115705.1	isolation_source	whole body fruit fly from household kitchen
GCF_002115705.1	collection_date	2013-07
GCF_002115705.1	geo_loc_name	USA: New York
GCF_002115705.1	sample_type	isolated from whole-body fruit fly homogenates in pure culture by 2x isolation streak on modified MRS medium (PMID for modifed MRS: 24242251)
GCF_002115705.1	altitude	279.5 m
GCF_002115705.1	biomaterial_provider	Peter D. Newell lab, Department of Biological Sciences, State University of New York at Oswego, Oswego, NY 13126, USA
GCF_002115705.1	collected_by	Peter D. Newell
GCF_002115705.1	culture_collection	n/a
GCF_002115705.1	depth	n/a
GCF_002115705.1	env_broad_scale	ENVO_01000933
GCF_002115705.1	genotype	n/a
GCF_002115705.1	host_tissue_sampled	whole body homoegenate
GCF_002115705.1	identified_by	Peter D. Newell
GCF_002115705.1	lab_host	none
GCF_002115705.1	lat_lon	42.4275 N 76.464 W
GCF_002115705.1	mating_type	n/a
GCF_002115705.1	passage_history	<5 passages on modified MRS medium (see PMID 24242251)
GCF_002115705.1	samp_size	single fruit fly
GCF_002115705.1	serotype	missing
GCF_002115705.1	serovar	missing
GCF_002115705.1	specimen_voucher	missing
GCF_002115705.1	temp	missing
GCF_002276665.1	strain	OG2
GCF_002276665.1	isolation_source	kefir
GCF_002276665.1	collection_date	2016
GCF_002276665.1	geo_loc_name	Germany
GCF_002276665.1	sample_type	cell culture
GCF_002276665.1	collected_by	Sonja Blasche
GCF_002276835.1	strain	KR
GCF_002276835.1	isolation_source	kefir
GCF_002276835.1	collection_date	2016
GCF_002276835.1	geo_loc_name	Germany
GCF_002276835.1	sample_type	cell culture
GCF_002276835.1	collected_by	Sonja Blasche
GCF_002277015.1	strain	Olga-2
GCF_002277015.1	isolation_source	kefir
GCF_002277015.1	collection_date	2016
GCF_002277015.1	geo_loc_name	Germany
GCF_002277015.1	sample_type	cell culture
GCF_002277015.1	collected_by	Sonja Blasche
GCF_002554775.1	isolation_source	kefir
GCF_002554775.1	collection_date	2016
GCF_002554775.1	geo_loc_name	Germany
GCF_002554775.1	sample_type	cell culture
GCF_002554775.1	collected_by	Sonja Blasche
GCF_002554775.1	strain	Olga1
GCF_002563455.1	strain	417
GCF_002563455.1	isolate	not applicable
GCF_002563455.1	host	not applicable
GCF_002563455.1	isolation_source	baby spinach
GCF_002563455.1	collection_date	2010
GCF_002563455.1	geo_loc_name	Australia
GCF_002563455.1	sample_type	cell culture
GCF_002563475.1	strain	537
GCF_002563475.1	isolate	not applicable
GCF_002563475.1	host	not applicable
GCF_002563475.1	isolation_source	fresh herb
GCF_002563475.1	collection_date	2010
GCF_002563475.1	geo_loc_name	Australia
