GCF_000210115.1	Alias	GCA_000210115
GCF_000210115.1	Broker name	European Nucleotide Archive
GCF_000210115.1	ENA checklist	ERC000011
GCF_000210115.1	INSDC center alias	EBI
GCF_000210115.1	INSDC center name	European Bioinformatics Institute
GCF_000210115.1	INSDC first public	2014-11-20T12:20:15Z
GCF_000210115.1	INSDC last update	2014-11-20T11:47:22Z
GCF_000210115.1	INSDC status	public
GCF_000210115.1	SRA accession	ERS610300
GCF_000210115.1	sample_name	ERS610300
GCF_000210115.1	Title	BioSample entry for genome collection GCA_000210115
GCF_000210115.1	strain	7L76
GCF_000415325.2	strain	SB2C-2
GCF_000415325.2	note	Originally submitted as Enterococcus faecium SB2C-2 but changed in October 2018 because of ANI results to Enterococcus faecalis
GCF_000739195.1	host_health_state	sick
GCF_000739195.1	host_age	neonatal
GCF_000739195.1	lat_lon	55.9231 N 3.1366 W
GCF_000739195.1	strain	NGS-ED-1009
GCF_000739195.1	collected_by	Kai Kropp
GCF_000739195.1	geo_loc_name	United Kingdom: Edinburgh, Royal Infirmary Edinburgh, Neonatal unit
GCF_000739195.1	isolation_source	blood
GCF_000739195.1	host_disease	blood sepsis
GCF_000739195.1	passage_history	>3 passages
GCF_000739195.1	collection_date	2013
GCF_000739195.1	host	Homo sapiens
GCF_000763355.1	strain	LRS29212
GCF_000763355.1	collection_date	2013-03-03
GCF_000763355.1	geo_loc_name	China: Shenzhen
GCF_000763355.1	isolation_source	urine
GCF_000763355.1	altitude	missing
GCF_000763355.1	biomaterial_provider	Deng Qiwen
GCF_000763355.1	collected_by	Yu Zhijian
GCF_000763355.1	host	Homo sapiens
GCF_000763355.1	host_tissue_sampled	urine
GCF_000763355.1	sample_type	missing
GCF_000763435.1	strain	MA2
GCF_000763435.1	collection_date	2012-03-03
GCF_000763435.1	geo_loc_name	China: Shenzhen
GCF_000763435.1	isolation_source	linezolid-resistant strain isolated from parent strain MA1
GCF_000763435.1	sample_type	missing
GCF_000763645.1	strain	C10B
GCF_000763645.1	collection_date	2012
GCF_000763645.1	geo_loc_name	Malaysia
GCF_000763645.1	isolation_source	sputum
GCF_000763645.1	host	Homo sapiens
GCF_000763645.1	sample_type	missing
GCF_000772515.1	strain	ATCC 51299
GCF_000772515.1	sulture_collection	ATCC:51299
GCF_000772515.1	collected_by	FC Tenover
GCF_000772515.1	collection_date	1993-01-13
GCF_000772515.1	geo_loc_name	USA:St. Louis
GCF_000772515.1	host	Homo sapiens
GCF_000772515.1	host_disease	bacteremia
GCF_000772515.1	isolation_source	peritoneal fluid
GCF_000772515.1	lat_lon	38.6272 N 90.1978 W
GCF_000772515.1	culture_collection	ATCC:51299
GCF_000788155.1	strain	12
GCF_000788155.1	collection_date	2011
GCF_000788155.1	geo_loc_name	Denmark
GCF_000788155.1	isolation_source	copper fed pig
GCF_000788155.1	sample_type	bacteria
GCF_000788165.1	strain	19
GCF_000788165.1	collection_date	2011
GCF_000788165.1	geo_loc_name	Denmark
GCF_000788165.1	isolation_source	copper fed pig
GCF_000788165.1	sample_type	bacteria
GCF_000788175.1	strain	1
GCF_000788175.1	collection_date	2011
GCF_000788175.1	geo_loc_name	Denmark
GCF_000788175.1	isolation_source	copper fed pig
GCF_000788175.1	sample_type	bacteria
GCF_000788185.1	strain	17
GCF_000788185.1	collection_date	2011
GCF_000788185.1	geo_loc_name	Denmark
GCF_000788185.1	isolation_source	copper fed pig
GCF_000788185.1	sample_type	bacteria
GCF_000788235.1	strain	18
GCF_000788235.1	collection_date	2011
GCF_000788235.1	geo_loc_name	Denmark
GCF_000788235.1	isolation_source	copper fed pig
GCF_000788235.1	sample_type	bacteria
GCF_000788255.1	strain	32
GCF_000788255.1	collection_date	2011
GCF_000788255.1	geo_loc_name	Denmark
GCF_000788255.1	isolation_source	copper fed pig
GCF_000788255.1	sample_type	bacteria
GCF_001052215.1	collected_by	UW clinical laboratory
GCF_001052215.1	collection_date	Unknown
GCF_001052215.1	geo_loc_name	USA: WA
GCF_001052215.1	host	Homo sapiens
GCF_001052215.1	host_disease	missing
GCF_001052215.1	isolation_source	missing
GCF_001052215.1	lat_lon	missing
GCF_001052215.1	strain	1138_EFLS
GCF_001052275.1	collected_by	UW clinical laboratory
GCF_001052275.1	collection_date	Unknown
GCF_001052275.1	geo_loc_name	USA: WA
GCF_001052275.1	host	Homo sapiens
GCF_001052275.1	host_disease	missing
GCF_001052275.1	isolation_source	missing
GCF_001052275.1	lat_lon	missing
GCF_001052275.1	strain	116_EFLS
GCF_001052315.1	collected_by	UW clinical laboratory
GCF_001052315.1	collection_date	Unknown
GCF_001052315.1	geo_loc_name	USA: WA
GCF_001052315.1	host	Homo sapiens
GCF_001052315.1	host_disease	missing
GCF_001052315.1	isolation_source	missing
GCF_001052315.1	lat_lon	missing
GCF_001052315.1	strain	1164_EFLS
GCF_001053015.1	collected_by	UW clinical laboratory
GCF_001053015.1	collection_date	Unknown
GCF_001053015.1	geo_loc_name	USA: WA
GCF_001053015.1	host	Homo sapiens
GCF_001053015.1	host_disease	missing
GCF_001053015.1	isolation_source	missing
GCF_001053015.1	lat_lon	missing
GCF_001053015.1	strain	1206_EFLS
GCF_001053105.1	collected_by	UW clinical laboratory
GCF_001053105.1	collection_date	Unknown
GCF_001053105.1	geo_loc_name	USA: WA
GCF_001053105.1	host	Homo sapiens
GCF_001053105.1	host_disease	missing
GCF_001053105.1	isolation_source	missing
GCF_001053105.1	lat_lon	missing
GCF_001053105.1	strain	1228_EFLS
GCF_001053145.1	collected_by	UW clinical laboratory
GCF_001053145.1	collection_date	Unknown
GCF_001053145.1	geo_loc_name	USA: WA
GCF_001053145.1	host	Homo sapiens
GCF_001053145.1	host_disease	missing
GCF_001053145.1	isolation_source	missing
GCF_001053145.1	lat_lon	missing
GCF_001053145.1	strain	1248_EFLS
GCF_001053335.1	collected_by	UW clinical laboratory
GCF_001053335.1	collection_date	Unknown
GCF_001053335.1	geo_loc_name	USA: WA
GCF_001053335.1	host	Homo sapiens
GCF_001053335.1	host_disease	missing
GCF_001053335.1	isolation_source	missing
GCF_001053335.1	lat_lon	missing
GCF_001053335.1	strain	1308_EFLS
GCF_001053375.1	collected_by	UW clinical laboratory
GCF_001053375.1	collection_date	Unknown
GCF_001053375.1	geo_loc_name	USA: WA
GCF_001053375.1	host	Homo sapiens
GCF_001053375.1	host_disease	missing
GCF_001053375.1	isolation_source	missing
GCF_001053375.1	lat_lon	missing
GCF_001053375.1	strain	132_EFLS
GCF_001053455.1	collected_by	UW clinical laboratory
GCF_001053455.1	collection_date	Unknown
GCF_001053455.1	geo_loc_name	USA: WA
GCF_001053455.1	host	Homo sapiens
GCF_001053455.1	host_disease	missing
GCF_001053455.1	isolation_source	missing
GCF_001053455.1	lat_lon	missing
GCF_001053455.1	strain	133_EFLS
GCF_001053475.1	collected_by	UW clinical laboratory
GCF_001053475.1	collection_date	Unknown
GCF_001053475.1	geo_loc_name	USA: WA
GCF_001053475.1	host	Homo sapiens
GCF_001053475.1	host_disease	missing
GCF_001053475.1	isolation_source	missing
GCF_001053475.1	lat_lon	missing
GCF_001053475.1	strain	1333_EFLS
GCF_001053495.1	collected_by	UW clinical laboratory
GCF_001053495.1	collection_date	Unknown
GCF_001053495.1	geo_loc_name	USA: WA
GCF_001053495.1	host	Homo sapiens
GCF_001053495.1	host_disease	missing
GCF_001053495.1	isolation_source	missing
GCF_001053495.1	lat_lon	missing
GCF_001053495.1	strain	135_EFLS
GCF_001053515.1	collected_by	UW clinical laboratory
GCF_001053515.1	collection_date	Unknown
GCF_001053515.1	geo_loc_name	USA: WA
GCF_001053515.1	host	Homo sapiens
GCF_001053515.1	host_disease	missing
GCF_001053515.1	isolation_source	missing
GCF_001053515.1	lat_lon	missing
GCF_001053515.1	strain	136_EFLS
GCF_001054015.1	collected_by	UW clinical laboratory
GCF_001054015.1	collection_date	Unknown
GCF_001054015.1	geo_loc_name	USA: WA
GCF_001054015.1	host	Homo sapiens
GCF_001054015.1	host_disease	missing
GCF_001054015.1	isolation_source	missing
GCF_001054015.1	lat_lon	missing
GCF_001054015.1	strain	1187_EFLS
GCF_001054035.1	collected_by	UW clinical laboratory
GCF_001054035.1	collection_date	Unknown
GCF_001054035.1	geo_loc_name	USA: WA
GCF_001054035.1	host	Homo sapiens
GCF_001054035.1	host_disease	missing
GCF_001054035.1	isolation_source	missing
GCF_001054035.1	lat_lon	missing
GCF_001054035.1	strain	1192_EFLS
GCF_001054295.1	collected_by	UW clinical laboratory
GCF_001054295.1	collection_date	Unknown
GCF_001054295.1	geo_loc_name	USA: WA
GCF_001054295.1	host	Homo sapiens
GCF_001054295.1	host_disease	missing
GCF_001054295.1	isolation_source	missing
GCF_001054295.1	lat_lon	missing
GCF_001054295.1	strain	128_EFLS
GCF_001054355.1	collected_by	UW clinical laboratory
GCF_001054355.1	collection_date	Unknown
GCF_001054355.1	geo_loc_name	USA: WA
GCF_001054355.1	host	Homo sapiens
GCF_001054355.1	host_disease	missing
GCF_001054355.1	isolation_source	missing
GCF_001054355.1	lat_lon	missing
GCF_001054355.1	strain	1325_EFLS
GCF_001054535.1	collected_by	UW clinical laboratory
GCF_001054535.1	collection_date	Unknown
GCF_001054535.1	geo_loc_name	USA: WA
GCF_001054535.1	host	Homo sapiens
GCF_001054535.1	host_disease	missing
GCF_001054535.1	isolation_source	missing
GCF_001054535.1	lat_lon	missing
GCF_001054535.1	strain	189_EFLS
GCF_001054545.1	collected_by	UW clinical laboratory
GCF_001054545.1	collection_date	Unknown
GCF_001054545.1	geo_loc_name	USA: WA
GCF_001054545.1	host	Homo sapiens
GCF_001054545.1	host_disease	missing
GCF_001054545.1	isolation_source	missing
GCF_001054545.1	lat_lon	missing
GCF_001054545.1	strain	191_EFLS
GCF_001054585.1	collected_by	UW clinical laboratory
GCF_001054585.1	collection_date	Unknown
GCF_001054585.1	geo_loc_name	USA: WA
GCF_001054585.1	host	Homo sapiens
GCF_001054585.1	host_disease	missing
GCF_001054585.1	isolation_source	missing
GCF_001054585.1	lat_lon	missing
GCF_001054585.1	strain	210_EFLS
GCF_001054705.1	collected_by	UW clinical laboratory
GCF_001054705.1	collection_date	Unknown
