GCF_001404375.1	ENA-CHECKLIST	ERC000011
GCF_001404375.1	ENA-FIRST-PUBLIC	2015-09-21T14:21:05Z
GCF_001404375.1	ENA-LAST-UPDATE	2018-03-09T13:32:03Z
GCF_001404375.1	External Id	SAMEA3545308
GCF_001404375.1	INSDC center name	SC
GCF_001404375.1	INSDC first public	2015-09-21T14:21:05Z
GCF_001404375.1	INSDC last update	2018-03-09T13:32:03Z
GCF_001404375.1	INSDC status	public
GCF_001404375.1	Submitter Id	H4_2_Bacteroides-sc-1962912
GCF_001404375.1	anonymized name	1962912
GCF_001404375.1	collection_date	2013
GCF_001404375.1	geo_loc_name	United Kingdom
GCF_001404375.1	host_health_state	healthy
GCF_001404375.1	isolation_source	feces
GCF_001404375.1	sample_name	H4_2_Bacteroides-sc-1962912
GCF_001404375.1	scientific_name	Bacteroides vulgatus
GCF_001404375.1	host	Homo sapiens
GCF_001404375.1	strain	2789STDY5834842
GCF_001404375.1	supplier_name	H4_2_Bacteroides
GCF_001405155.1	ENA-CHECKLIST	ERC000011
GCF_001405155.1	ENA-FIRST-PUBLIC	2015-09-21T14:20:57Z
GCF_001405155.1	ENA-LAST-UPDATE	2018-03-09T13:32:24Z
GCF_001405155.1	External Id	SAMEA3545360
GCF_001405155.1	INSDC center name	SC
GCF_001405155.1	INSDC first public	2015-09-21T14:20:57Z
GCF_001405155.1	INSDC last update	2018-03-09T13:32:24Z
GCF_001405155.1	INSDC status	public
GCF_001405155.1	Submitter Id	H5_1_Bacteroides-sc-1962967
GCF_001405155.1	anonymized name	1962967
GCF_001405155.1	collection_date	2013
GCF_001405155.1	geo_loc_name	United Kingdom
GCF_001405155.1	host_health_state	healthy
GCF_001405155.1	isolation_source	feces
GCF_001405155.1	sample_name	H5_1_Bacteroides-sc-1962967
GCF_001405155.1	scientific_name	Bacteroides vulgatus
GCF_001405155.1	host	Homo sapiens
GCF_001405155.1	strain	2789STDY5834897
GCF_001405155.1	supplier_name	H5_1_Bacteroides
GCF_001406315.1	ENA-CHECKLIST	ERC000011
GCF_001406315.1	ENA-FIRST-PUBLIC	2015-09-21T14:20:52Z
GCF_001406315.1	ENA-LAST-UPDATE	2018-03-09T13:31:26Z
GCF_001406315.1	External Id	SAMEA3545407
GCF_001406315.1	INSDC center name	SC
GCF_001406315.1	INSDC first public	2015-09-21T14:20:52Z
GCF_001406315.1	INSDC last update	2018-03-09T13:31:26Z
GCF_001406315.1	INSDC status	public
GCF_001406315.1	Submitter Id	H6_5_Bacteroides-sc-1963014
GCF_001406315.1	anonymized name	1963014
GCF_001406315.1	collection_date	2013
GCF_001406315.1	geo_loc_name	United Kingdom
GCF_001406315.1	host_health_state	healthy
GCF_001406315.1	isolation_source	feces
GCF_001406315.1	sample_name	H6_5_Bacteroides-sc-1963014
GCF_001406315.1	scientific_name	Bacteroides vulgatus
GCF_001406315.1	host	Homo sapiens
GCF_001406315.1	strain	2789STDY5834944
GCF_001406315.1	supplier_name	H6_5_Bacteroides
GCF_002796815.1	strain	RJ2H1
GCF_002796815.1	host	Mus musculus
GCF_002796815.1	isolation_source	feces
GCF_002796815.1	collection_date	unknown
GCF_002796815.1	geo_loc_name	USA
GCF_002796815.1	sample_type	pure culture
GCF_002959625.1	strain	ATCC 8492
GCF_002959625.1	isolate	not collected
GCF_002959625.1	host	not applicable
GCF_002959625.1	isolation_source	not applicable
GCF_002959625.1	collection_date	missing
GCF_002959625.1	geo_loc_name	missing
GCF_002959625.1	sample_type	pure culture
