annotation,(Intercept),host_type_2domestic,host_type_2wild,beta_domestic,beta_wild,OR_domestic,OR_wild
VF0003,5.509588787782669,0.7703763132535588,-2.314453335905629,0.6431552784189312,-2.454008350191113,1.902474254907291,0.08594838389409205
VF0005,-4.154432461868017,-1.8262752158007607,0.9608406612527982,-1.9534962506353883,0.8212856469673142,0.1417775143234698,2.273420776008331
VF0006,-1.8523104192944804,-0.59433504652099,-0.3705121014463811,-0.7215560813556177,-0.510067115731865,0.4859954188524401,0.6004552774644546
VF0013,-1.6417364258822857,2.8044755034236157,-0.5577985348629309,2.677254468588988,-0.6973535491484149,14.545104384629882,0.4979012328943293
VF0014,-1.1702102988574676,2.801440363638902,1.6952870182448556,2.6742193288042744,1.5557320039593716,14.50102488719608,4.738553896153629
VF0023,-4.2983252489036,-2.336930121100916,-0.7110264798648581,-2.464151155935544,-0.850581494150342,0.08508103225761653,0.42716646491409455
VF0028,-2.813162735598928,-0.9843424739382061,0.6840325995987933,-1.1115635087728337,0.5444775853133093,0.32904409535180473,1.7237076569252794
VF0033,-0.2793111503498889,2.7198956647266788,2.2708564249674486,2.592674629892051,2.1313014106819645,13.365471529542925,8.425825138090877
VF0034,-0.7436044177730992,0.9454717050216164,-0.3715411508559726,0.8182506701869887,-0.5110961651414565,2.2665314564917933,0.5998376971305313
VF0035,-1.542321970194859,1.5382402281517005,1.000877280792656,1.4110191933170728,0.861322266507172,4.100132102516058,2.366287488714734
VF0040,2.7116661877158434,0.010150255565184755,0.2659541872330712,-0.11707077926944295,0.12639917294758723,0.889522231201559,1.1347350334192765
VF0041,4.493044385573713,0.05461920132940376,0.051569833774480815,-0.07260183350522395,-0.08798518051100312,0.9299710396274637,0.9157744479321209
VF0043,1.9475546688839727,-0.9972782674242404,-1.6109409163724446,-1.124499302258868,-1.7504959306579286,0.3248150608171009,0.17368778499041565
VF0044,6.926423346975653,0.2993331937410047,0.15277346538325365,0.172112158906377,0.013218451097769701,1.1878110493313547,1.0133062010356297
VF0050,-2.779925099288621,0.6094290054292705,0.7056078025069876,0.48220797059464277,0.5660527882215036,1.6196465891423208,1.7613010840195262
VF0051,0.4328934115148735,-2.2498311063290233,-1.6598938853210432,-2.377052141163651,-1.7994488996065272,0.09282380606981798,0.1653900096101364
VF0052,-0.8356635464846305,2.3062747973782645,1.8727260656814395,2.179053762543637,1.7331710513959555,8.83793951147751,5.658569101866041
VF0056,6.1075272642593905,0.5357964764742247,-0.9166464140919174,0.40857544163959697,-1.0562014283774013,1.504672763456487,0.347774350238351
VF0057,1.557243238141207,-1.339819911417816,-2.290924475780285,-1.4670409462524436,-2.430479490065769,0.2306068546626024,0.08799462991441614
VF0060,-3.9024792062242164,-0.6558754166761751,-1.6956928176866095,-0.7830964515108028,-1.8352478319720935,0.45698877465361526,0.15957394934058258
VF0062,5.227634037421128,0.7852064054221795,-0.6226120403877976,0.6579853705875518,-0.7621670546732815,1.9308983686242063,0.466654065611152
VF0068,-0.7338966642657898,0.2085236390415826,-0.7632592961684703,0.0813026042069549,-0.9028143104539543,1.0846990814145143,0.40542705507321225
VF0069,-2.048266844306839,0.5864434869012284,1.2939030077460734,0.4592224520666007,1.1543479934605894,1.5828427702673618,3.171954608015085
VF0072,5.045388578496843,0.9867863002370274,-2.1107895945106216,0.8595652654023997,-2.2503446087961056,2.3621335692719923,0.10536290931961295
VF0073,4.8540674970808375,-0.5068195785573847,-0.8481491471242463,-0.6340406133920125,-0.9877041614097302,0.5304441452884857,0.37243075114549684
VF0074,5.7778353824233255,-0.5198897799977833,-0.7448125076264672,-0.647110814832411,-0.8843675219119511,0.5235562446360215,0.41297528851640447
VF0075,3.1164643520528568,0.2712146804973103,-0.8663646662856084,0.14399364566268258,-1.0059196805710924,1.1548767700250413,0.36570814542032504
VF0078,-1.9379134883640547,1.892340643659701,0.9278170433342198,1.7651196088250733,0.7882620290487359,5.8422711034795505,2.1995703130728472
VF0079,-4.6166159117108645,1.4449583839041484,1.7189975938533597,1.3177373490695208,1.5794425795678757,3.7349608965652017,4.8522503137910205
VF0082,2.0288091437331808,-0.3898253160533771,-1.400795518330831,-0.5170463508880048,-1.540350532616315,0.5962791489253352,0.21430596702790436
VF0083,-1.0601396680141077,-1.26314479931404,-2.4103164674692623,-1.3903658341486675,-2.5498714817547463,0.24898420104506175,0.0780917015647168
VF0085,6.243781825665642,-0.8292263458380643,0.2690835413452738,-0.9564473806726921,0.12952852705978984,0.3842555777714998,1.138291583111672
VF0089,-3.6058530937405835,1.8619225090964078,0.30232189162653883,1.7347014742617801,0.16276687734105488,5.667235735522967,1.1767623277469261
VF0091,6.926423346975653,0.2993331937410047,0.15277346538325365,0.172112158906377,0.013218451097769701,1.1878110493313547,1.0133062010356297
VF0093,0.39597307546654315,-2.8702253725535227,-1.7841028785972495,-2.9974464073881504,-1.9236578928827335,0.04991436672270869,0.14607166918599956
VF0094,5.292549021579632,0.8680028424672203,-1.106690803964361,0.7407818076325925,-1.246245818249845,2.0975747735861567,0.2875824094510106
VF0095,3.493023495528486,0.13927704701300322,0.7267281423979414,0.012056012178375514,0.5871731281124575,1.0121289788273,1.7988959724939872
VF0100,1.7993422954842306,0.044058964978293653,0.19888092102295113,-0.08316206985633406,0.05932590673746718,0.9202019981285302,1.0611210108794031
VF0101,-4.597260773975497,-0.06087600921665896,2.15374179999138,-0.1880970440512867,2.014186785705896,0.8285342990061682,7.494630161989315
VF0102,-1.27023508978112,-0.8531836254699067,-1.0336766431456508,-0.9804046603045344,-1.1732316574311348,0.37515925607228784,0.3093655605645599
VF0103,-0.9187470983666111,2.396583394034003,2.2310206819583427,2.2693623591993752,2.0914656676728587,9.67323080052343,8.09677365127684
VF0104,-2.1848407608603417,0,-0.8366212609518326,-0.1272210348346277,-0.9761762752373166,0.8805390212886358,0.3767489323817604
VF0105,-2.203275992310156,-2.289158975925266,0.7866561352002439,-2.4163800107598936,0.6471011209147599,0.08924409609023384,1.9099959486196796
VF0106,6.926423346975653,0.2993331937410047,0.15277346538325365,0.172112158906377,0.013218451097769701,1.1878110493313547,1.0133062010356297
VF0109,-2.5359387822902275,0.7076069298581152,-0.38520052895201007,0.5803858950234875,-0.524755543237494,1.7867277870932938,0.5916999917528823
VF0111,-2.4294685718336573,-0.9669556130470089,0.8531259998731445,-1.0941766478816366,0.7135709855876606,0.3348151642674494,2.0412675962328493
VF0112,-3.5777855840792476,-2.3615848378389583,1.1071129677793894,-2.488805872673586,0.9675579534939054,0.08300903076775025,2.63151033571603
VF0113,5.491689682826361,0.7315894870007184,-1.9256516304778488,0.6043684521660906,-2.065206644763333,1.8300960506429547,0.1267920869398689
VF0114,0.6285611604638901,-1.9665423076919768,-1.2271533220697401,-2.0937633425266045,-1.3667083363552242,0.12322253353633725,0.25494477233590596
VF0116,-4.6293943498402195,-1.7587368908491663,1.823815124927059,-1.885957925683794,1.684260110641575,0.15168368811243232,5.388462590936466
VF0118,-3.8103805956657886,1.1852610687450857,0.6598758598113921,1.058040033910458,0.5203208455259081,2.8807193403365017,1.682567407329526
VF0124,0.2945646533196556,0.17644585626717843,-0.47116645826277065,0.04922482143255072,-0.6107214725482546,1.0504564893272885,0.5429589977176036
VF0126,-3.1852969813949215,2.1495966719173913,2.0448222620103107,2.0223756370827637,1.9052672477248267,7.556254546610578,6.721203614011563
VF0127,-1.138902550398094,1.6678830291907167,0.7640865864051564,1.540661994356089,0.6245315721196725,4.667679225743488,1.8673710238760861
VF0132,-2.0298826859364163,0.5443181924561782,-0.35297133645695533,0.4170971576215505,-0.4925263507424393,1.517549947316247,0.6110806384213823
VF0136,-3.2076578085229874,-1.1310226965519141,-1.2318961826560388,-1.2582437313865418,-1.3714511969415228,0.2841526368823128,0.2537384677520342
VF0138,-2.2649476867223672,-0.14855976300682197,0.18453740926087886,-0.2757807978414497,0.04498239497539491,0.7589792824252559,1.046009444724606
VF0140,-2.07776027890285,1.0157693418113316,-0.236481220492499,0.888548306976704,-0.376036234777983,2.431597155234584,0.6865774546099356
VF0141,3.1048554262213797,-4.074123310893843,-3.112448293023777,-4.201344345728471,-3.252003307309261,0.014975431125256842,0.038696608930936405
VF0143,-1.850118464506842,0.9653262878465574,1.234539954188591,0.8381052530119297,1.094984939903107,2.3119822027590584,2.9891376663515024
VF0144,6.926423346975653,0.2993331937410047,0.15277346538325365,0.172112158906377,0.013218451097769701,1.1878110493313547,1.0133062010356297
VF0145,-1.61261994003515,2.44676364132709,2.21271165271903,2.3195426064924622,2.073156638433546,10.17102108296906,7.949878443579394
VF0146,-4.223942024127049,-0.3324800811130354,-1.723354298492776,-0.4597011159476631,-1.86290931277826,0.6314723543206917,0.15522038817122855
VF0147,-4.81600997492881,1.7817682325709143,0.791626014728611,1.6545471977362867,0.6520710004431272,5.230710908131051,1.9195120256752487
VF0148,-0.2549893708217171,-2.6871469587679204,-1.9554239025647724,-2.814367993602548,-2.0949789168502564,0.05994259087204771,0.12307283838969618
VF0149,-3.057088523738786,-1.4604184885372626,-1.8776913960937152,-1.5876395233718903,-2.017246410379199,0.2044075419433123,0.13302124716766764
